mean_x,std_x,median_x,root_mean_square_x,mean_y,std_y,median_y,root_mean_square_y,mean_z,std_z,median_z,root_mean_square_z,Activity
-2.4354617440451123,2.047069655666445,-2.330354,3.181504059695288,-5.502797466273184,4.913745999229178,-4.8451247,7.3773762070104105,3.477817478501253,6.263902630975545,5.9216857,7.164613777735068,hand_wash
-2.133710133768274,2.2295025964724418,-2.0148102,3.086000771649739,-5.695201429804568,5.019913556463094,-4.9840355,7.59176207743696,3.2563846759137056,6.484291753391855,5.9522223499999996,7.256037534400662,hand_wash
-2.3372130259229005,2.280870851948266,-2.337539,3.265721447369768,-6.851443944160305,4.8752688427711774,-7.2952294,8.408955369679775,-0.1433111278117045,7.112771054958071,1.3256433,7.114214655153723,hand_wash
-2.511037816678626,2.3602628854514234,-2.5614734,3.446179305438073,-7.999529790928753,4.218570468569033,-8.404123,9.043716806393231,-3.277102786895674,5.932310048227827,-4.228407,6.777293352377795,hand_wash
-2.5040324371032994,2.2675103672050554,-2.5680597,3.3781328735631306,-7.279607176472082,3.198902067781704,-7.894583000000001,7.9514561611695935,-2.726982007106599,6.6007785000646955,-4.077521,7.14189804421762,hand_wash
-2.5640845062030073,2.083027039352198,-2.577041,3.3035633793863717,-6.406113025814538,4.010962881337337,-7.042555,7.558181483331595,0.3826598942355885,6.760562720447911,0.920885,6.771383676307705,hand_wash
-2.3341007631502526,2.0476338509895013,-2.3034101,3.104968721300858,-6.580700238383839,4.161891272692777,-7.1185966999999994,7.786331266596703,0.8395329707828282,6.527295500719065,1.5501764,6.581063908118413,hand_wash
-2.0799655959507573,1.8153020531445698,-2.10641965,2.76072063499545,-6.335482894949495,3.961928251437055,-6.76233765,7.472296767509486,0.2818411834815652,7.141240640032075,2.0639080499999998,7.146800146327867,hand_wash
-1.9257620209507578,1.7959223479447253,-1.7747095000000002,2.6332292800255055,-7.124865613055555,3.4934274396364935,-7.467072,7.935221816692128,-1.0457677317204548,6.809710081629502,-1.36695745,6.889541461124553,hand_wash
-1.9390253443598484,1.6622396975867029,-1.79147465,2.5539890560264666,-7.84009343564394,2.7308200629774566,-7.88620075,8.302074638064115,-2.273478333412374,6.289647322650624,-2.5680597,6.687926971477908,hand_wash
-1.968793520516373,1.4496686130881393,-1.8753003,2.4449308812725445,-7.73677579525189,2.5672579754690155,-8.072413,8.151595746760556,-2.590650995595214,6.047834097525292,-4.736151,6.579344181008319,hand_wash
-2.2029704086363635,1.180405867564599,-2.3040087,2.4992872250920666,-8.023702505340909,2.5378472575591844,-8.7029025,8.415489920195654,-1.7210150617676767,5.12098897242781,-3.4937347,5.402445825601441,hand_wash
-2.567485125328283,1.2184132692596354,-2.63512025,2.8419202598753435,-8.282966382866162,2.2163901720974093,-8.72385825,8.574375632934501,-3.025481206818182,4.242593365590232,-4.029021800000001,5.210867010254652,hand_wash
-2.918576242734848,1.0600820491428475,-3.0308971,3.1051346565923934,-8.395003103787879,1.0021287862099073,-8.678951999999999,8.45460461622888,-4.172347798080808,2.653471606641649,-4.40384225,4.944633223546837,hand_wash
-3.349960037593984,0.6717844636265556,-3.3805702,3.416654301951942,-8.017733049874687,1.4372252824640745,-8.534652,8.145530048536239,-2.085149625162907,4.190943368046415,-3.4488282,4.681010069791481,hand_wash
-3.373684388131313,0.6801974990821237,-3.40571775,3.44157158700477,-7.746944703030303,1.4158702169442794,-7.81554745,7.8752676591363615,-2.670235100353535,4.5785840488835206,-4.24098085,5.300338421634101,hand_wash
-3.2903526022842637,0.697295089511072,-3.3266821,3.363426926397403,-8.036570105076143,1.6095331823123598,-8.1041475,8.196161059835763,-1.928130533182741,4.357868329411117,-2.6171576,4.765365015345204,hand_wash
-2.7780733507895667,2.4827043048128714,-2.997367,3.7257901453924562,-8.162887783282443,4.533160488903179,-8.236472,9.33714522649266,-2.016999526206107,5.009961171423593,-2.3363416,5.400740507364497,hand_wash
-2.324841804440967,3.0023984545746596,-2.2405407,3.797273481816741,-8.780178173619593,5.284484946626008,-9.002878,10.247795368352296,-3.237338153890585,4.259133136266297,-2.374662,5.349819940435125,hand_wash
-1.8724920232919398,3.7859074068044656,-1.5483801,4.223662068654269,-9.168674680384132,6.242220027276965,-9.4507475,11.09188470295534,-1.8825517132871534,4.881081297841706,-1.223855,5.231534725999673,hand_wash
-1.2321317045386364,4.9732840153269775,-0.7975415299999999,5.123641520875179,-8.761867466622475,8.29070669902198,-9.39266825,12.06259255184661,-1.8196070253737373,5.977254035309902,-0.852028175,6.248082548223732,hand_wash
-1.1733061840360202,5.120028074740279,-0.7496411,5.2527454619109255,-9.09719210781486,7.425019713815171,-9.419612,11.742649700856827,-1.1247271151511335,5.903686718231307,-0.6167175,6.009869212435236,hand_wash
-1.6241490136455916,4.97610654102448,-0.95321774,5.23445282012863,-8.898299897481108,6.870608615726377,-8.893905,11.242108512908326,-0.10605351836523923,5.836254913378469,0.07065307,5.837218409712966,hand_wash
-1.9009130237873095,4.598631840595484,-1.70106265,4.976031061935086,-8.423380952208122,6.330781213147588,-8.680149499999999,10.537178817632594,0.9545459684771572,5.486935586410611,1.22146,5.5693464729136,hand_wash
-2.327132497732494,3.4881542517984254,-2.5962012,4.1931808625841684,-7.851706547156928,4.793681194372189,-8.522677,9.199384495494495,1.9743919615919394,4.736839252170911,2.034569,5.131848567417586,hand_wash
-2.9957380913715363,2.4402559674161486,-3.4212854,3.8638447042556594,-4.9318851401544075,5.67517267590897,-6.5288234,7.518715045608501,4.111943872428212,4.241538604548209,4.3457627,5.907514887317059,hand_wash
0.3841318708109726,3.2886307229648497,0.42152345,3.3109891763944272,-7.130940697306733,7.068981282721921,-7.8568616,10.040956707604026,1.8542259178802993,7.1280990185904916,3.3673975,7.365320724406355,hand_wash
1.0229337991935,3.1515624941083864,1.47772705,3.3134181311454065,-7.42445575096675,6.109381025534742,-7.887996899999999,9.614940442521066,1.452184169675,7.190736254148903,3.04945865,7.335906674664425,hand_wash
1.0078500338468672,3.124647669555192,1.4609619,3.2831668781196344,-6.952552623442857,5.830005149462781,-7.5359287,9.073419863783705,2.3143541807268173,6.631813849168635,3.368595,7.02404372166579,hand_wash
-0.0854669350078681,3.2657041993720255,0.5161267,3.26682238800577,-6.348026632090609,7.560862206152321,-7.1030292500000005,9.872389752342347,3.555825904847716,6.404312461852976,4.856501,7.325238287907869,hand_wash
-0.7160466802903059,3.3146312722371327,-0.3011737,3.391091759190117,-6.851805681973724,7.048921975018677,-7.25810665,9.830286980217242,1.9664026711989795,7.296150535582456,3.78951965,7.556490726731467,hand_wash
-1.1891118782296675,3.4044542543669003,-1.0621911,3.6061469505586943,-7.977574251680308,6.7165289340595775,-8.510702,10.428492310163158,-0.4155665202685419,7.625629643080719,0.183219,7.636944610654152,hand_wash
-1.3517868995211737,3.0742211119484115,-1.33402585,3.358297673951253,-8.42146300239796,6.431392764581783,-8.583749749999999,10.596407504105933,-1.7122862189668364,7.088201434807898,-3.1207105,7.29208637332804,hand_wash
-1.0270410802375314,3.2274240979336746,-0.9891431,3.386898240044786,-7.941003982015114,5.833821900383278,-8.198152,9.85357915722868,-0.8992574271738036,7.641121736533977,-2.6057813,7.693855035862014,hand_wash
-0.9246922453366162,3.1758105307048514,-0.9484277249999999,3.307692288518009,-7.715546353535355,6.396770348106932,-8.4388515,10.022391252589014,-0.46470334402020236,7.605272243726063,-1.6310083,7.619456351940971,hand_wash
-0.9461352781083123,3.516932015201284,-1.0118958,3.641975118535114,-6.465964524005541,7.676329507877479,-7.249724,10.036669364844531,1.8083061042141058,7.452550435525343,3.6547997,7.668799055953088,hand_wash
-1.253705031580808,3.7852269556113094,-1.35019225,3.9874452236610725,-6.30757120785404,7.988674685940268,-6.30548765,10.178623570008478,3.388121042242424,7.120474763515907,4.636758,7.885462894133279,hand_wash
-2.1753170153809522,2.665893169443446,-1.8525476,3.440783414905843,-6.834137231814537,6.983462732542676,-6.9287915,9.771089163449798,1.6882846769774438,6.694184533937929,3.3290772,6.9037969064081395,hand_wash
-2.1304599224411027,2.7501208226954974,-1.9387683,3.478796346518593,-6.839257405235589,7.262758109199343,-6.8006577,9.976126362863026,2.3817178618914787,6.91476164639435,4.0439906,7.313447107903305,hand_wash
-2.1570893203875,2.768216035074978,-1.9124231,3.50942364968609,-6.084696809752501,8.038827660377754,-5.4007692,10.081978249325216,4.320516438986749,6.133476809637283,5.414540499999999,7.502426279138842,hand_wash
-1.9803249011050001,2.7179394727132546,-1.7495617499999998,3.362868075210405,-6.740929166395,7.0367249233292695,-6.9533404999999995,9.744517621358078,2.29407545571175,7.243376787598387,4.35833685,7.597979302657925,hand_wash
-1.8561431391425,2.5172456235782916,-1.7705182000000002,3.1275857913748477,-6.3201122468225,6.190038951837226,-6.52163815,8.846490888352163,2.76732233445175,7.2116474329265285,4.7828541,7.724372569962642,hand_wash
-1.833932322595,2.4498775538247433,-1.7753082500000001,3.060262699931658,-6.365273327684999,6.665489454763538,-7.021,9.216585821642523,2.95571756165,6.478474968645384,4.2559497,7.120878051449204,hand_wash
-1.9058001335025507,2.3880281160521926,-1.9279907,3.055282708999959,-7.445535278318879,6.342864567803181,-8.0610365,9.780998236692612,0.8500028224999999,6.725593881401211,2.00044015,6.77909417664332,hand_wash
-1.86553338891688,2.531922922646404,-1.8812878,3.1449719412716557,-7.7097608118695655,5.777958795058959,-8.277187,9.634584558435243,0.3412963987723788,6.711697924066868,1.1771522,6.720369949321131,hand_wash
-1.7707624117812502,2.811092931488871,-1.76153685,3.32232493721551,-8.057885631447368,5.856388458455949,-8.4556165,9.961265312490276,-0.620061904736842,6.6077678646025015,0.125738525,6.636796886916111,hand_wash
-1.8572345037966507,3.0807243888554785,-1.9699036,3.5972465528764848,-8.600692743157895,5.01743113013247,-8.483159,9.95723509855177,-2.486735055837321,6.329725033097608,-2.802173,6.800681600586279,hand_wash
-2.018965821449405,3.3431806275058062,-2.0639081,3.905519132754439,-8.750695682380954,3.972914039128047,-8.494535500000001,9.610344472907377,-1.7983104095833335,6.414418996079673,-2.13276495,6.661733362007484,hand_wash
-2.4976794205325445,2.3868444351922116,-2.3566992,3.454769000318229,-5.21319931981065,5.148653050991726,-4.3589354,7.327078229933172,4.841780006449704,4.978696407994223,6.7946706,6.944800324979162,hand_wash
-2.1236525894921874,1.7736077525000393,-1.9064355499999999,2.7668727438364624,-2.8911066596574218,4.776120757926399,-0.829874235,5.582994466396231,6.631388095625,3.818322833508912,8.236472,7.6521171799504275,hand_wash
-1.6032881652706552,1.7281554946994186,-1.1567944,2.357340525837694,-1.944523861794872,4.337719203747479,-0.0071850587,4.753628186937775,7.181319382564103,3.373699449551719,8.383766,7.9343050136919,hand_wash
-1.0618079568675,1.2305044930704145,-0.44846739999999996,1.6252930334969173,-0.4679269426625,2.262228666920207,0.33829652,2.3101156172592425,8.1944156604,1.4291332690213703,8.491542,8.318104947404336,hand_wash
1.5976094309917706,2.212781011280354,1.719624,2.7292408647601545,-6.647979934189525,5.68925857129469,-7.3491173,8.750045731105448,2.949170905940149,4.972722069234826,3.9146595,5.781485432853647,hand_wash
1.7930972414762498,2.141363053849134,1.91421935,2.7929614114376564,-6.457616312375,6.158380353934043,-7.97960635,8.92336578996807,2.6327342023275,5.056383204889561,3.2955468999999997,5.700728067080051,hand_wash
1.828561130797475,2.0428844959264816,2.0639081,2.7417171394511386,-6.314169602626262,5.513905303149825,-7.5323364999999995,8.382833021290192,3.275273884776263,4.86567475983117,3.67875,5.865339707873322,hand_wash
2.177417987873874,1.8446552841643868,2.2357507,2.8537523037769597,-7.1263842009309295,4.188289931323648,-7.938292,8.266022279676303,2.4440527084066064,4.807483632772363,1.8022522,5.393078204591866,hand_wash
2.183311883579832,1.6138961012238582,2.23994195,2.715052744704324,-6.49188660382353,4.591150168604995,-7.1245845,7.951305021666888,2.6658781338882354,4.677614161140287,1.61963195,5.3839558379730015,hand_wash
2.268669688736363,1.8241880011932703,2.3566992,2.911103574297666,-6.770644835524474,4.155573418447229,-6.8629284,7.94420681534157,2.4380042762125873,4.727309958831925,1.6417859,5.318958948676174,hand_wash
2.152661978653846,2.092407671373388,2.4542962499999996,3.0020198962638633,-8.438897479038461,4.062996427798317,-9.46152475,9.366052030285951,-0.5063623802307692,4.096903526048238,-1.3573773,4.128077199115765,hand_wash
2.2704785135,2.681654774498985,2.6931995,3.5137366164609394,-5.397476080500001,5.273324481900857,-5.5618341000000004,7.545906117291983,1.945174984,5.318883454692222,3.324287,5.663411244380728,hand_wash
2.1066918140909094,2.970925040632666,2.39861205,3.642052442870072,-5.921903727727273,5.940940593833079,-5.5618341000000004,8.388308464757593,1.6228434354545456,4.669212285732231,2.9817993,4.943193723214852,hand_wash
2.5025166720689658,1.957631980999431,2.4866289999999998,3.1772492296033192,-5.631960685508621,6.65970404206958,-3.16681455,8.721848375835973,2.694655028491379,5.311942508978555,3.7032989,5.956332675503212,hand_wash
2.115290330729858,2.376511088126834,2.2321582,3.1815496436907944,-4.241942783308057,7.05444077882672,-2.9686267,8.231598464383007,4.95519324120853,4.809772781673417,6.4018874,6.9056393092200485,hand_wash
2.1434168472590165,2.3815171032052374,2.2189856,3.2040379982098917,-4.977435562681967,6.449149296203682,-4.726571,8.146557028915687,4.510002382183606,4.919478472083717,6.1156826,6.67393361703553,hand_wash
1.8796841483316584,2.420990143415185,1.8010547,3.065029489581265,-4.131149908826633,6.310731109544774,-3.0249096,7.542660452796116,5.22465084878392,4.590529219525265,6.9389705,6.954849747263687,hand_wash
1.3921996497142857,2.2885902462952137,0.91849,2.6787805397423226,-2.3124123561253134,5.827158281392913,-0.031135254,6.269212433884103,6.524402345340851,3.669342311324032,8.090376,7.485445809139359,hand_wash
1.1140172280576441,1.8462586855533876,0.613125,2.1563175829155035,-1.142859498082707,4.850170665487909,1.585503,4.9829994297327875,6.829671285065163,3.436689125450181,8.262817,7.645602788991274,hand_wash
1.962154095054863,2.634235106045123,1.9651135,3.28469835550559,-6.820074956189527,6.232886778637539,-7.691605,9.239172041008771,1.7684233034987527,5.429178533602488,1.9196081,5.709929993448912,hand_wash
2.5385261091299998,2.745599274125902,2.55728225,3.739308783828286,-7.08963803458,7.223808827705458,-8.144264,10.121579987363567,1.0891710750199999,5.800104623487233,1.17475715,5.901483480791774,hand_wash
2.6913440834481017,2.9045845741708263,2.8416908,3.9597909697384552,-7.610568689964557,6.656852639385798,-8.404123,10.111104927116843,0.22316732730886055,5.637472512785555,0.4179309,5.6418879808439,hand_wash
2.9574428754278483,2.7895192375925877,3.014132,4.065450274977922,-8.373115640379748,4.881712915135579,-8.287965,9.692274578909403,-2.0224878717898735,5.086421399459776,-1.6920813,5.473768340404943,hand_wash
2.634621531979747,2.861636337987366,2.7231371,3.889754895576462,-6.438333966063292,5.773871136875915,-7.174281,8.648105698001906,0.30904847737468355,6.537137371817422,0.2562671,6.5444385534115606,hand_wash
2.2272014294835443,2.6387337512953786,2.15911,3.4530192611277055,-5.707395213379747,5.313300392854011,-6.788683,7.797789506418638,1.581000910405063,6.273158593963693,1.6310083,6.469318559456025,hand_wash
1.941656779211055,2.458456032404588,1.9363733,3.1327363616370203,-5.14522105946985,5.905995506663899,-6.38452315,7.83288469693932,2.5498112195753766,6.007682919155237,3.9733374,6.526391906144012,hand_wash
1.825680564060453,2.1846112595653997,1.959126,2.8470398447173193,-5.0157349500007555,5.988817556469233,-6.5719337,7.811756064633176,3.835068764697733,4.917958897728594,4.834347,6.236511216193557,hand_wash
2.278924592631313,2.019630548093246,2.327959,3.0450623720527012,-6.559819364230556,5.727785191351977,-8.2939525,8.708544843405537,2.0347051786237373,4.71136459630589,2.5800348499999997,5.1319568902362,hand_wash
2.4788603399949496,2.03038656836044,2.54171455,3.204250021795796,-6.173531764331565,5.651377631222957,-7.80297375,8.369621471482327,2.899156027348485,4.743748082339374,3.4392481,5.559519002540556,hand_wash
2.4219816478787877,2.093137626082682,2.59380615,3.201127961263763,-6.396235323134595,5.4391176255016545,-7.498207300000001,8.39617930090571,3.255025078767677,4.767732295997879,3.7775446500000003,5.772907370615583,hand_wash
2.562245584060453,2.214258148873298,2.701582,3.386449701810009,-5.9733596915466,5.823429878128956,-7.076085,8.342263574718718,3.646016052335013,4.82563126613354,4.5708947,6.04815262460945,hand_wash
2.3392312619823676,2.4538066099095004,2.5494983,3.390157780380019,-5.82758023592947,5.760565079511515,-6.812633,8.194193153781725,3.614913982677581,4.761738922062558,4.1709266,5.978441323960902,hand_wash
2.568890709690176,2.343354923509824,2.6105714,3.477141322389734,-6.7336456743425686,5.291247360641581,-7.5047936,8.563835746853677,2.331207638911839,4.535037973300989,2.7087672,5.099127226791155,hand_wash
2.7382234280025126,2.188528232142231,2.84528315,3.5053563819596754,-6.341118101190954,5.466941984356829,-6.8677186500000005,8.372409057945925,2.6313832739472356,4.499416911906282,3.07221135,5.212382418967121,hand_wash
2.7394136959319897,2.2658722906453024,2.7818153,3.555075897217098,-6.530780886314862,5.260197129664067,-6.9455566,8.385748197267887,2.440787311438287,4.18284319326943,2.7901978,4.842893750554367,hand_wash
3.01172198790932,2.0011081664029042,3.014132,3.615923564748135,-6.812259015609572,5.467352962568741,-7.3467226,8.734919651208195,2.3078727760176325,4.388082551888117,2.6572742,4.957977937876314,hand_wash
3.1622876327020206,2.01769514735437,3.2500415,3.751154059699164,-6.751665892568181,5.538381252740197,-7.03656745,8.732620410024277,2.3341309831792927,4.436670098043524,2.6357189,5.013203467395979,hand_wash
3.384782420236181,2.0244470314670746,3.50870355,3.9440002301667976,-6.037326705826633,5.406050439552705,-6.355783000000001,8.1039925412031,2.7482006636030154,4.447554496866045,3.6607873499999997,5.228130439269992,hand_wash
1.076978327326617,3.255870842498207,0.8663983,3.4293698051626373,-6.426629795636816,7.209360564200965,-6.8479595,9.657973404126922,3.772572785332338,5.348857899728697,4.042793,6.545424833585692,hand_wash
1.63179370740399,3.6966146139589697,1.9471508,4.040756155431589,-5.677462489640899,7.66333844947086,-6.2354336,9.537312855957795,3.8665977645635907,5.425851168435838,3.9457946,6.662615040278457,hand_wash
1.9322969891845385,3.476433582855815,2.1183949,3.9773561709280387,-5.2376449359850366,9.312167090563708,-7.085665,10.684071339991485,3.9043924848528673,5.4553605917243955,4.3122325,6.708594477348821,hand_wash
2.551134794830424,3.4665004699412365,2.5878186,4.304057881754994,-5.666717757396508,8.853198263297726,-6.8042507,10.51146087046186,3.5889636354768077,5.68851601730636,4.115841,6.726059355664795,hand_wash
2.11796068714925,4.227176969332465,2.5159681000000003,4.728084453810499,-4.614723641715,9.912495244999096,-5.6007535,10.934040253791506,3.6513270329255,5.975618155963123,4.0799158,7.002870943209553,hand_wash
2.1044606736750624,4.05562601274387,2.242936,4.569119946148233,-5.075195719466334,10.019748149755449,-5.492977,11.2317836773781,3.6177008799605983,6.418572491687994,4.526587,7.367891997574443,hand_wash
2.147995076333417,4.563031858889594,2.5578809,5.043326540409021,-5.068491448967581,9.115869473541425,-5.239105,10.430181294057256,3.611265383900748,6.22531858910126,4.3445654,7.196931930258166,hand_wash
2.1912338455528677,4.3520281780505705,2.682422,4.87254092116655,-3.8669441997630924,8.350840757882874,-2.990182,9.202706058958922,4.368058721506235,5.825656187953176,5.0403185,7.2813602448144135,hand_wash
3.005719666194514,3.4983051425720584,3.1470556,4.612210921271334,-4.5800328920822935,7.483297200979561,-4.035608,8.773621731687792,4.8440374963591015,5.405047375237517,5.53968,7.2580463207873605,hand_wash
2.9996723820174567,3.4555070524684086,3.171006,4.575867501261065,-4.83293440734414,7.0027691998246056,-4.742139,8.508585749212557,5.113524981623441,4.6913988333103696,5.476212,6.9395504718153695,hand_wash
2.9430489900473815,2.6944772866268667,2.9518616,3.990206160835176,-5.051027500902743,5.895831479656108,-4.4008484,7.763614342004614,5.18928763760848,4.64649525976555,5.4091516,6.965531163153311,hand_wash
2.191198005429676,2.464239811047336,1.8285974,3.2975485660335013,-3.7371383008154613,6.466502579542769,-2.875221,7.468725345777226,5.772934765713217,4.1775011383746685,6.563551,7.125888826686953,hand_wash
1.4128285971309227,2.1776045753312103,0.979563,2.595774707360859,-1.3848199933341647,5.995518938460053,1.2921131,6.15337092619738,6.52966238441646,3.487808913926597,7.7430983,7.402790141191972,hand_wash
1.2189445833713568,2.5088873327443144,1.3244458,2.7893263605636487,-5.47499658865,6.524603386078132,-7.196435,8.517396139158455,3.1175000401934674,5.895917037303067,3.63563955,6.669381096576116,hand_wash
1.7188548350692696,2.6150825335303494,1.8561401,3.129395884386716,-6.1379856110395465,6.547803649775713,-7.8808117,8.97488718577257,2.6473683203173803,6.023297135812959,3.0811927,6.579412390913998,hand_wash
1.6869715152808564,2.72624669401177,1.7651294,3.20597784302685,-6.2343353783443325,7.016743842928376,-7.745493,9.386246947899307,2.6956789465642315,6.054268475615575,3.0907726,6.6272808721060095,hand_wash
1.7497336999539044,2.891679447838102,1.9794836,3.3798488205545003,-7.545792577745591,6.603181897826146,-8.756191,10.027013354042138,1.0902617578337532,5.438631607395056,1.1687695,5.546835535830432,hand_wash
1.8552697626358396,2.617669541868341,2.2129982,3.208460646879755,-6.656113435423559,6.481343328091035,-8.049661,9.290406740386352,2.2380106889573934,5.892234946626275,2.4764502,6.302945701029915,hand_wash
1.611799877234257,3.320393045815446,2.1291723,3.6909224894261787,-5.486136107163728,6.848986629971562,-6.163583,8.775323768605622,3.0906369649068015,5.699790377564092,3.4631982,6.4837988245333875,hand_wash
1.8477786277160804,3.3170360688964924,2.41238335,3.7969743401035267,-4.846129453778895,6.9279020924551356,-4.815186649999999,8.454631753389828,3.5575397439522614,5.589487661421636,4.2170305,6.625591396017764,hand_wash
2.0089146278816123,3.2745557320146177,2.4884253,3.841673232354166,-5.119993719279597,7.031116616810668,-6.0150914,8.697754685242256,3.4752547955926953,6.099269888489021,4.357738,7.019863892335726,hand_wash
1.5198926289195982,3.306205924794275,1.53939875,3.638828275776269,-4.966048921469849,6.348378572075151,-4.51760565,8.05999704620385,3.398328138156533,6.1498974134801045,4.77207635,7.026369783246234,hand_wash
1.20114720006,2.466420675253241,0.6586303499999999,2.74335297465139,-3.6467675019125005,6.197397994169091,-1.3465997,7.190733975828629,4.75355095306575,5.95660717011497,7.212601149999999,7.62085399692563,hand_wash
0.6887776774724998,2.094816483082393,0.08921447499999999,2.205146432048923,-1.9423967580925001,5.396290198301333,0.874780895,5.7352291209795,6.41519454585325,4.9582056636280525,8.3652045,8.10792972737052,hand_wash
0.14414911738977554,1.253746881101902,0.010777588,1.2620064222962568,0.52189924659601,2.0678360550886064,1.0921289,2.1326801856635447,8.279905039152121,2.2493982109887622,8.444839,8.580012807040331,hand_wash
0.11770622710999999,0.7884430926183513,0.033530273,0.7971808240280628,1.1395952002,0.4502261517053478,1.1286529,1.225308454226235,8.437920253,0.32541058642865567,8.4478325,8.444192693546697,hand_wash
-0.8507361477052632,2.826302850110449,-0.6885681,2.95156565123577,-7.552051813701755,7.0427561447249,-8.358618,10.326369193036646,1.61746352977193,5.7351496767484225,1.7687219,5.958869866413413,hand_wash
-0.8018640000370278,3.045869802958307,-0.7388635,3.1496521603390844,-7.81452642563476,8.019853573785428,-9.036408,11.19753877429781,1.4969113364962219,5.975972671534024,1.541195,6.160600045470603,hand_wash
-0.7288913149312343,3.2255419909431247,-0.8490344,3.3068721905026086,-7.170727670277079,8.958525197351895,-9.059161,11.474951373878067,1.9085620972720405,5.812177531677015,1.905238,6.117517220153497,hand_wash
-0.29641676219598,3.04180810835388,-0.267643425,3.05621652782622,-7.717408822311557,7.591553087784688,-8.914263,10.825436583128898,0.2333639569472363,6.079643982090065,-0.476010145,6.084121110346672,hand_wash
0.17741243434685133,2.992813006450998,0.33650026,2.9980668543985365,-7.861621436876575,7.277202754684484,-8.497529,10.712738751110507,-0.9568465024483628,6.0994273888524715,-2.4584875,6.174023785274183,hand_wash
0.4450042636072864,2.7402575735725674,0.554447,2.776155680820238,-7.071123666658291,7.385659240151091,-7.828121449999999,10.22490842603513,0.1459577849447239,6.169204946508697,-0.344882815,6.1709313192591395,hand_wash
0.7126055647680904,2.5335980023232803,0.878373425,2.6319053038274314,-7.35331472776382,5.783391772358479,-8.0430745,9.355151408616113,0.01823946434673338,6.173458492587241,-0.85262695,6.173485436749421,hand_wash
0.7639901132309824,2.435475835459915,0.8945398,2.5524935726116644,-7.46539954816121,6.143463673322165,-7.995773,9.668212674487185,0.9321663385491185,5.73707330563089,1.7950672,5.812309712748161,hand_wash
0.7307900835007519,3.167319608243975,1.0849439,3.250533440361721,-5.963742685829574,6.677818592335315,-6.514453,8.953183119702453,3.5397128183308273,5.254638973040597,4.4104285,6.335676567917014,hand_wash
0.757504860609068,3.1265532871428166,1.0609937,3.217009336509597,-7.007217823516372,6.00544578726144,-7.9526625,9.228568725969467,2.2325171604692695,5.481431593953946,2.9853919,5.91863372671314,hand_wash
0.648593309008635,2.938856870937336,0.65743285,3.009576878623698,-6.022089815013928,6.015188691304717,-5.356461,8.511642657683334,3.5989538166749306,5.435679754384648,4.6427455,6.519132071586385,hand_wash
0.328140898004432,2.730370711551239,0.015567627,2.7500183038372628,-3.743199910634349,5.421108317768613,-1.7842896,6.587864674077103,5.735278972416343,4.673025841370464,7.96344,7.398012936292908,hand_wash
-0.1313169206525,1.371901316441781,-0.47840517,1.3781717439072485,-3.000846378846111,5.048601004447698,-0.4634363,5.873112555667916,6.1789441497008335,4.520257949573555,8.322094499999999,7.655852841833173,hand_wash
